Al - Istighfar Mosque,2 Pasir Ris Walk S(518239),Place of worship,https://www.toilet.org.sg/gallery/95/4-star-toilet-al-istighfar-mosque
Century Square,2 Tampines Central 5 S(529509),Shopping Centre,https://www.toilet.org.sg/gallery/114/4-star-toilet-century-square
Elias Mall,Blk 625 Level 1 & 2 Elias Road S(510625),Shopping Centre,https://www.toilet.org.sg/gallery/117/4-star-toilet-elias-mall
Hougang Mall,90 Hougang Avenue 10 Level B1 - 2 S(538766),Shopping Centre,https://www.toilet.org.sg/gallery/116/4-and-5-star-toilet-hougang-mall
Hougang Mall,90 Hougang Avenue 10 Level 3 - 5 S(538766),Shopping Centre,https://www.toilet.org.sg/gallery/116/4-and-5-star-toilet-hougang-mall
Loyang Point Shopping Centre,258/259 Pasir Ris Street 21 S(510258),Shopping Centre,https://www.toilet.org.sg/gallery/374/4-star-toilet-loyang-point-shopping-centre
Pasir Ris West Plaza,735 Pasir Ris Street 72 S(510735),Shopping Centre,https://www.toilet.org.sg/gallery/281/3-Star-Toilet-Pasir-Ris-West-Plaza
Rivervale Plaza,118 Rivervale Plaza S(540118),Shopping Centre,https://www.toilet.org.sg/gallery/112/4-star-toilet-rivervale-plaza
Tampines Central Community Complex,Blk 886A Tampines Street 83 S(521866),Shopping Centre,https://www.toilet.org.sg/gallery/118/4-star-toilet-tampines-central-community-complex
Tampines One,10 Tampines Central 1 S(529536),Shopping Centre,https://www.toilet.org.sg/gallery/113/5-star-toilet-tampines-one
White Sands,1 Pasir Ris Central Street 3 S(518457),Shopping Centre,https://www.toilet.org.sg/gallery/115/4-and-5-star-toilet-white-sands
Bukit Panjang Intergrated Transport Hub,15 Petir Road S(678270),Bus Interchange,https://www.toilet.org.sg/gallery/252/5-stars-bukit-panjang-intergrated-transport-hub
Gali Batu Bus Terminal,Gali Batu Terminal 3 Jalan Gali Batu S(678673),Bus Interchange,https://www.toilet.org.sg/gallery/448/4-Star-Toilet-Gali-Batu-Bus-Terminal
Kranji Bus Depot,209 Kranji Road S(739484),Bus Interchange,https://www.toilet.org.sg/gallery/446/3-Star-Toilet-Kranji-Bus-Depot
Sembawang Bus Interchange,11A Sembawang Vista S(757527),Bus Interchange,https://www.toilet.org.sg/gallery/137/4-star-toilet-sembawang-bus-interchange
Woodlands Depot,60 Woodlands Industrial Park E4 S(757705),Bus Interchange,https://www.toilet.org.sg/gallery/403/5-star-toilet-woodlands-depot
Woodlands Integrated Transport Hub,30 Woodlands Avenue S(738343),Bus Interchange,https://www.toilet.org.sg/gallery/424/5-Star-Toilet-Woodlands-Integrated-Transport-Hub
Woodlands Temporary Bus Interchange,3A Woodlands Square S(727735),Bus Interchange,https://www.toilet.org.sg/gallery/136/3-star-toilet-woodlands-bus-interchange
Yishun Integrated Hub Bus Interchange,20A Yishun Central S(768830),Bus Interchange,https://www.toilet.org.sg/gallery/138/5-star-toilet-yishun-bus-interchange
Kopitiam @ 504 Yishun Street 51,504 Yishun Street 51 #01-01 S(760504),Coffeeshop,https://www.toilet.org.sg/gallery/440/3-Star-Toilet-Kopitiam-504-Yishun-Street-51
Kopitiam @ 628 Senja Road,628 Senja Road #01-07 S(670628),Coffeeshop,https://www.toilet.org.sg/gallery/442/3-Star-Toilet-Koptiam-628-Senja-Road
NTUC Foodfare @ 361 Sembawang Crescent,361 Sembawang Crescent #01-01 S(750361),Coffeeshop,https://www.toilet.org.sg/gallery/444/3-Star-Toilet-NTUC-Foodfare-361-Sembawang-Crescent
NTUC Foodfare KTPH,90 Yishun Central S(768828),Food Court,https://www.toilet.org.sg/gallery/134/4-star-toilet-ntuc-foodfare-ktph
Bukit Panjang Hawker Centre,259 Bukit Panjang Ring Road S(671259),Market & Food Centre,https://www.toilet.org.sg/gallery/125/4-star-toilet-bukit-panjang-hawker-centre
Chong Pang Market & Food Centre,105 Yishun Ring Road S(760105),Market & Food Centre,https://www.toilet.org.sg/gallery/435/4-Star-Toilet-Chong-Pang-Market-and-Food-Centre
Holland Village Market & Food Centre,1 Lorong Mambong S(277700),Market & Food Centre,https://www.toilet.org.sg/gallery/126/3-star-toilet-holland-village-market-and-food-centre
Senja Hawker Centre,2 Senja Close S(677632),Market & Food Centre,https://www.toilet.org.sg/gallery/466/5-Star-Toilet-Senja-Hawker-Centre
Yishun Park Hawker Centre,51 Yishun Avenue 11 S(768867),Market & Food Centre,https://www.toilet.org.sg/gallery/268/4-stars-yishun-park-hawker-centre
Admiralty MRT Station,70 Woodlands Avenue S(738344),MRT Station,https://www.toilet.org.sg/gallery/121/4-star-toilet-admiralty-mrt-station
Canberra MRT Station (NS12),11 Canberra Link S(756922),MRT Station,https://www.toilet.org.sg/gallery/376/5-star-toilet-canberra-mrt-station-ns12
Cashew MRT Station (DT2),1 Cashew Road S(679696),MRT Station,https://www.toilet.org.sg/gallery/361/4-star-toilet-cashew-mrt-station
Dover MRT Station (EW22),200 Commonwealth Avenue West S(138677),MRT Station,https://www.toilet.org.sg/gallery/348/4-star-toilet-dover-mrt-station-ew22
Hillview MRT Station (DT3),510 Upper Bukit Timah Road S(678211),MRT Station,https://www.toilet.org.sg/gallery/362/4-star-toilet-hillview-mrt-station
King Albert MRT Station (DT6),2 Blackmore Drive S(599987),MRT Station,https://www.toilet.org.sg/gallery/321/4-star-toilet-king-albert-mrt-station-dt6
Kranji MRT Station,960 Woodlands Road S(738702),MRT Station,https://www.toilet.org.sg/gallery/122/4-star-toilet-kranji-mrt-station
Marsiling MRT Station,71 Woodlands Avenue 3 S(739044),MRT Station,https://www.toilet.org.sg/gallery/124/4-star-toilet-marsiling-mrt-station
Sembawang MRT Station (NS11),11 Canberra Road S(759775),MRT Station,https://www.toilet.org.sg/gallery/363/4-star-toilet-sembawang-mrt-station
Sixth Avenue MRT Station (DT7),777 Bukit Timah Road S(269784),MRT Station,https://www.toilet.org.sg/gallery/329/4-star-toilet-sixth-avenue-mrt-station-dt7
Springleaf MRT Station (TE4),825 Upper Thomson Road S(787140),MRT Station,https://www.toilet.org.sg/gallery/420/4-Star-Toilet-Springleaf-Mrt-Station-TE-4-
Tan Kah Kee MRT Station (DT8),651 Bukit Timah Road S(266268),MRT Station,https://www.toilet.org.sg/gallery/332/4-star-toilet-tan-kah-kee-mrt-station-dt8
Woodlands MRT Station,30 Woodlands Avenue S(738343),MRT Station,https://www.toilet.org.sg/gallery/123/4-star-toilet-woodlands-mrt-station
Woodlands North Station (TEL1),20 Woodlands North Coast Road S(737668),MRT Station,https://www.toilet.org.sg/gallery/388/4-star-toilet-woodlands-north-mrt-station-tel1
Woodlands South Station (TEL3),30 Woodlands Drive 17 S(737741),MRT Station,https://www.toilet.org.sg/gallery/389/4-star-toilet-woodlands-north-mrt-station-tel3
Woodlands Station (TEL2),11 Woodlands Square S(737736),MRT Station,https://www.toilet.org.sg/gallery/387/4-star-toilet-woodlands-mrt-station-tel2
Yew Tee MRT Station,61 Choa Chu Kang Drive S(689715),MRT Station,https://www.toilet.org.sg/gallery/120/4-star-toilet-yew-tee-mrt-station
Yishun MRT Station (NS13),301 Yishun Avenue 2 S(769093),MRT Station,https://www.toilet.org.sg/gallery/364/4-star-toilet-yishun-mrt-station
888 Plaza,Blk 888 Woodlands Drive 50 S(731888),Shopping Centre,https://www.toilet.org.sg/gallery/131/4-star-toilet-888-plaza
Admiralty Place,Blk 678 Woodlands Avenue 6 S(730678),Shopping Centre,https://www.toilet.org.sg/gallery/128/4-star-toilet-admiralty-place
Fajar Shopping Centre,445 Fajar Road Level 1 & 2 S(670445),Shopping Centre,https://www.toilet.org.sg/gallery/129/3-star-toilet-fajar-shopping-centre
Sembawang Mart,Blk 511 Canberra Road S(750511),Shopping Centre,https://www.toilet.org.sg/gallery/130/5-star-toilet-sembawang-mart
Vista Point,Blk 548 Woodlands Drive 44 S(730548),Shopping Centre,https://www.toilet.org.sg/gallery/127/3-star-toilet-vista-point
Woodlands Mart,Blk 768 Woodlands Street 61 S(730768),Shopping Centre,
Bedok Bus Interchange,12 BedokNorth Drive S(465492),Bus Interchange,https://www.toilet.org.sg/gallery/307/3-star-toilet-bedok-bus-interchange
Changi Business Park Bus Terminal,55 Changi South Avenue 1 S(485997),Bus Interchange,https://www.toilet.org.sg/gallery/287/3-star-toilet-changi-business-park-bus-terminal
Eunos Bus Interchange,409 Eunos Road 2 S(409388),Bus Interchange,https://www.toilet.org.sg/gallery/289/3-star-toilet-eunos-bus-interchange
Serangoon Bus Interchange,20 Serangoon Avenue 2 S(556138),Bus Interchange,https://www.toilet.org.sg/gallery/305/3-star-toilet-serangoon-bus-interchange
Upper East Coast Bus Terminal,740 Upper East Coast Road S(465549),Bus Interchange,https://www.toilet.org.sg/gallery/296/3-star-toilet-upper-east-coast-bus-terminal
Kopitiam @ 248 Simei Street 3,238 Simei Street 3 #01-136 S(520248),Coffeeshop,https://www.toilet.org.sg/gallery/436/3-Star-Toilet-Kopitiam-248-Simei-Street-3
Kopitiam Corner,152A Bedok South Road S(461152),Foodcourt,https://www.toilet.org.sg/gallery/450/3-Star-Toilet-Kopitiam-Corner
Heartbeat@Bedok,11 Bedok North Stree 1 S(469662),Government Office,https://www.toilet.org.sg/gallery/377/5-star-toilet-heartbeat-bedok
Bedok Food Centre,1 Bedok Road S(469572),Market & Food Centre,https://www.toilet.org.sg/gallery/150/4-star-toilet-bedok-food-centre
Bedok Interchange Hawker Centre,208B New Upper Changi Road S(462208),Market & Food Centre,https://www.toilet.org.sg/gallery/445/4-Star-Toilet-Bedok-Interchange-Hawker-Centre
Blk 16 Bedok South Road Market & Food Centre,Blk 16 Bedok South Road S(460016),Market & Food Centre,https://www.toilet.org.sg/gallery/392/4-star-toilet-blk-16-bedok-south-road-market-and-food-centre
Changi Village Hawker Centre,2 Changi Village Road S(500002),Market & Food Centre,https://www.toilet.org.sg/gallery/148/4-Star-Toilet-Changi-Village-Hawker-Centre
Dunman Food Centre,271 Onan Road S(424768),Market & Food Centre,https://www.toilet.org.sg/gallery/151/3-star-toilet-dunman-food-centre
East Coast Lagoon Food Village,1220 East Coast Parkway S(468960),Market & Food Centre,https://www.toilet.org.sg/gallery/409/5-star-toilet-east-coast-lagoon-food-village
Geylang Serai Market,1 Geylang Serai S(402001),Market & Food Centre,https://www.toilet.org.sg/gallery/152/3-star-toilet-geylang-serai-market
Aljunied MRT Station (EW9),81 Lorong 25 Geylang S(388310),MRT Station,https://www.toilet.org.sg/gallery/299/4-star-toilet-aljunied-mrt-station
Bartley MRT Station,212 Upper Paya Lebar S(534881),MRT Station,https://www.toilet.org.sg/gallery/141/4-star-toilet-bartley-mrt-station
Bedok MRT Station,315 New Upper Changi Road S(467347),MRT Station,https://www.toilet.org.sg/gallery/145/4-star-toilet-bedok-mrt-station
Bedok North MRT Station (DT29),315 Upper Changi Road S(467347),MRT Station,https://www.toilet.org.sg/gallery/270/4-star-toilet-bedok-north-mrt-station-dt29
Dakota MRT Station,201 Airport Road S(397973),MRT Station,https://www.toilet.org.sg/gallery/143/4-star-toilet-dakota-mrt-station
Expo MRT Station,21 Upper Changi South Avenue 1 S(486065),MRT Station,https://www.toilet.org.sg/gallery/255/4-stars-expo-mrt-station
Lorong Chuan MRT Station,150 Serangoon Avenue 3 S(554533),MRT Station,https://www.toilet.org.sg/gallery/142/4-star-toilet-lorong-chuan-mrt-station
Macpherson MRT Station (DT26),10 Circuit Link S(378956),MRT Station,https://www.toilet.org.sg/gallery/272/4-star-toilet-macpherson-mrt-station-dt26
Macpherson MRT Station CC10,171 Paya Lebar Rd S(409048),MRT Station,https://www.toilet.org.sg/gallery/257/4-stars-macpherson-mrt-station-cc10
Mattar MRT Station (DT25),60 Merpati Road S(379314),MRT Station,https://www.toilet.org.sg/gallery/273/4-star-toilet-mattar-mrt-station-dt25
Mountbatten MRT Station,301 Mountbatten Road S(398006),MRT Station,https://www.toilet.org.sg/gallery/144/4-star-toilet-mounbatten-mrt-station
Paya Lebar MRT Station,30 Paya Lebar Road S(409006),MRT Station,https://www.toilet.org.sg/gallery/147/4-star-toilet-paya-lebar-mrt-station
Paya Lebar MRT Station CC09,30 Paya Lebar Road S(409006),MRT Station,https://www.toilet.org.sg/gallery/258/4-stars-paya-lebar-mrt-station-cc09
Serangoon MRT Station (NE12),600 Upper Serangoon Rd. S(534801),MRT Station,https://www.toilet.org.sg/gallery/328/4-star-toilet-serangoon-mrt-station-ne12
Serangoon MRT Station CC13,600 Upper Serangoon Rd S(534801),MRT Station,https://www.toilet.org.sg/gallery/259/4-stars-serangoon-mrt-station-cc13
Simei MRT Station,30 Simei Street 3 S(529888),MRT Station,https://www.toilet.org.sg/gallery/146/4-star-toilet-simei-mrt-station
Stadium MRT Station,3 Stadium Walk S(397692),MRT Station,https://www.toilet.org.sg/gallery/140/4-star-toilet-stadium-mrt-station
Tai Seng MRT Station CC11,33 Upper Paya Lebar Rd S(534803),MRT Station,https://www.toilet.org.sg/gallery/260/4-stars-tai-seng-mrt-station-cc11
Ubi MRT Station (DT27),51 Ubi Avenue 2 S(408899),MRT Station,https://www.toilet.org.sg/gallery/274/4-star-toilet-ubi-mrt-station-dt27
Upper Changi MRT Station,690 Upper Changi Road East S(485990),MRT Station,https://www.toilet.org.sg/gallery/256/4-stars-upper-changi-mrt-station
Changi Business Park 15,15 Changi Business Park Central 1 S(486057),Private Office,https://www.toilet.org.sg/gallery/434/4-Star-Toilet-Changi-Business-Park-15
Changi Business Park 7,7 Changi Business Park Central 1 S(486072),Private Office,https://www.toilet.org.sg/gallery/432/4-Star-Toilet-Changi-Business-Park-7
Changi Business Park 9,9 Changi Business Park Central 1 S(486048),Private Office,https://www.toilet.org.sg/gallery/433/4-Star-Toilet-Changi-Business-Park-9
Kah Engineering (1988) Pte Ltd,96B Jalan Senang S(418482),Private Office,https://www.toilet.org.sg/gallery/139/3-star-toilet-kah-engineering-1986-pte-ltd
Joo Chiat Complex,1 Joo Chiat Road S(420001),Shopping Centre,https://www.toilet.org.sg/gallery/154/5-star-toilet-joo-chiat-complex
PLQ Mall,10 Paya Lebar Road S(409057),Shopping Centre,https://www.toilet.org.sg/gallery/413/5-Star-Toilet-PLQ-Mall
Boon Lay Bus Interchange,87 Jurong West Central 3 S(648343),Bus Interchange,https://www.toilet.org.sg/gallery/301/3-star-toilet-boon-lay-bus-interchange
Bukit Batok Bus Interchange,631 Bukit Batok Central S(650631),Bus Interchange,https://www.toilet.org.sg/gallery/397/5-star-toilet-bukit-batok-bus-interchange
Choa Chu Kang Bus Interchange,301 Choa Chu Kang Central Avenue 3 S(689811),Bus Interchange,https://www.toilet.org.sg/gallery/180/5-star-toilet-choa-chu-kang-bus-interchange
Clementi Bus Interchange,441 Commonwealth Avenue West S(120441),Bus Interchange,https://www.toilet.org.sg/gallery/309/3-star-toilet-clementi-bus-interchange
Joo Koon Bus Interchange,55 Benoi Road S(629907),Bus Interchange,https://www.toilet.org.sg/gallery/290/3-star-toilet-joo-koon-bus-interchange
Jurong East Bus Interchange,17A Jurong Gateway Road S(608513),Bus Interchange,https://www.toilet.org.sg/gallery/405/5-star-toilet-jurong-east-bus-interchange
Tuas Bus Terminal,1 Tuas West Drive S(638410),Bus Interchange,https://www.toilet.org.sg/gallery/295/4-star-toilet-tuas-bus-terminal
Kopitiam @ 450 Clementi Avenue 3,450 Clementi Avenue 3 #01-271 S(120450),Coffeeshop,https://www.toilet.org.sg/gallery/439/3-Star-Toilet-Kopitiam-450-Clementi-Avenue-3
NTUC Foodfare Choa Chu Kang,Blk 303 Choa Chu Kang Avenue 4 #01-723 S(680303),Coffeeshop,https://www.toilet.org.sg/gallery/181/3-star-toilet-ntuc-foodfare-choa-chu-kang
Aspri-Westlite Construction Site,5 Jalan Papan Road S(619396),Dormitory,
Unison Construction Dormitory,6 Tuas Basin Link S(638760),Dormitory,https://www.toilet.org.sg/gallery/201/5-star-toilet-unison-construction-dormitor
Kopitiam,1 Lower Kent Ridge Road #05-01 One@Kent Ridge S (119082),Foodcourt,https://www.toilet.org.sg/gallery/176/5-star-toilet-kopitiam-on-the-ridge-national-university-hospital
Kopitiam,5 Lower Kent Ridge Rd #01-01 S(119074),Foodcourt,https://www.toilet.org.sg/gallery/177/5-star-toilet-kopitiam-national-university-hospital
CleanTech One,CleanTech One 1 Clean Tech Loop S(637141),Industrial Complex,https://www.toilet.org.sg/gallery/183/4-star-toilet-cleantech-two
CleanTech Two,3 Cleantech Loop S(637143),Industrial Complex,https://www.toilet.org.sg/gallery/280/5-Star-Toilet-Cleantech-2
JTC Surface Engineering Hub,8 Buroh Street S(627563),Industrial Complex,https://www.toilet.org.sg/gallery/261/5-stars-jtc-surface-engineering-hub
Jurong Port Offshore Marine Centre,101 Tuas South Avenue S(637423),Industrial Complex,https://www.toilet.org.sg/gallery/311/3-star-toilet-jurong-port-off-shore-marine-centre
LaunchPad @ JID,2 Cleantech Loop S(637144),Industrial Complex,https://www.toilet.org.sg/gallery/386/3-star-toilet-launchpad-jid
MedTech Hub,2 Tukang Innovation Grove S(618305),Industrial Complex,https://www.toilet.org.sg/gallery/408/4-star-toilet-medtech-hub
SkyTech,2 Bukit Batok Street 24 S(659480),Industrial Complex,https://www.toilet.org.sg/gallery/415/3-Star-Toilet-SkyTech
Ayer Rajah Amenity Centre,69 Ayer Rajah Crescent S(139961),Market & Food Centre,https://www.toilet.org.sg/gallery/162/4-star-toilet-ayer-rajah-amenity-centre
Ayer Rajah Food Centre & Market,Blk 502 West Coast Drive S(120502),Market & Food Centre,https://www.toilet.org.sg/gallery/447/4-Star-Toilet-Ayer-Rajah-Food-Centre-and-Market
Jurong Port Road Food Centre,29A Jurong Port Road S(619112),Market & Food Centre,https://www.toilet.org.sg/gallery/155/4-star-toilet-jurong-port-food-centre
Pasir Panjang Food Centre,121 Pasir Panjang Road S(118543),Market & Food Centre,https://www.toilet.org.sg/gallery/160/4-star-toilet-pasir-panjang-food-centre
Taman Jurong Market & Food Centre,3 Yung Sheng Road S(618499),Market & Food Centre,https://www.toilet.org.sg/gallery/161/5-star-toilet-taman-jurong-market-food-centre
Timbre + Ayer Rajah Crescent Hawker Centre,73A Ayer Rajah Crescent S(139957),Market & Food Centre,https://www.toilet.org.sg/gallery/269/3-stars-timbre-ayer-rajah-crescent-hawker-centre
Yuhua Village Market & Food Centre,254 Jurong East Street 24 S(600254),Market & Food Centre,https://www.toilet.org.sg/gallery/453/4-Star-Toilet-Yuhua-Village-Market-and-Food-Centre
Beauty World MRT Station (DT5),101 Upper Bukit Timah Road S(588216),MRT Station,https://www.toilet.org.sg/gallery/359/4-star-toilet-beauty-world-mrt-station
Boon Lay MRT Station (EW27),301 Boon Lay Way S(649846),MRT Station,https://www.toilet.org.sg/gallery/343/4-star-toilet-boon-lay-mrt-station-ew-27
Bukit Batok MRT Station (N2),10 Bukit Batok Central S(659958),MRT Station,https://www.toilet.org.sg/gallery/372/4-star-toilet-bukit-batok-mrt-station-n2
Bukit Gombak MRT Station (NS3),802 Bukit Batok West Avenue 5 S(659083),MRT Station,https://www.toilet.org.sg/gallery/373/4-star-toilet-bukit-gombak-mrt-station-ns3
Bukit Panjang MRT Station (DT1),950 Upper Bukit Timah Road S(678213),MRT Station,https://www.toilet.org.sg/gallery/360/4-star-toilet-bukit-panjang-mrt-station
Buona Vista MRT station,301 South Buona Vista Road S(118177),MRT Station,https://www.toilet.org.sg/gallery/193/4-star-toilet-buona-vista-mrt-station
Buona Vista MRT Station (EW21),100 Bouna Vista Road S(139345),MRT Station,https://www.toilet.org.sg/gallery/344/4-star-toilet-buona-vista-mrt-station-ew-21
Chinese Garden MRT Staton (EW25),151 Boon Lay Way S(609959),MRT Station,https://www.toilet.org.sg/gallery/345/4-star-toilet-chineses-garden-mrt-station-ew-25
Choa Chu Kang MRT Station (NS4),10 Choa Chu Kang Avenue 4 S(689810),MRT Station,https://www.toilet.org.sg/gallery/370/4-star-toilet-choa-chu-kang-mrt-station-ns4
Clementi MRT Station (EW23),3150 Commonwealth Avenue West S(129580),MRT Station,https://www.toilet.org.sg/gallery/346/4-star-toilet-clementi-mrt-station-ew23
Gul Circle Station,7A Tuas Road S(637288),MRT Station,https://www.toilet.org.sg/gallery/263/4-stars-gul-circle-station
Haw Par Villa MRT station,200 Holland Avenue S(278995),MRT Station,https://www.toilet.org.sg/gallery/196/4-star-toilet-haw-par-villa-mrt-station
Joo Koon MRT Station (EW29),91 Joo Koon Circle S(6291116),MRT Station,https://www.toilet.org.sg/gallery/349/4-star-toilet-joo-koon-mrt-station-ew-29
Jurong East MRT Station (EW24),10 Jurong East Street 12 S(609690),MRT Station,https://www.toilet.org.sg/gallery/350/4-star-toilet-jurong-east-mrt-station-ew24
Kent Ridge MRT station,100 North Buona Vista Road S(139345),MRT Station,https://www.toilet.org.sg/gallery/195/4-star-toilet-kent-ridge-mrt-station
Labrador Park MRT station,100 Cluny Park Road S(257494),MRT Station,https://www.toilet.org.sg/gallery/198/4-star-toilet-labrador-park-mrt-station
Lakeside MRT (EW26),201 Boon Lay Way S(649845),MRT Station,https://www.toilet.org.sg/gallery/351/4-star-toilet-lakeside-mrt-station-ew-26
One North MRT station,9 Ayer Rajah Avenue S(138647),MRT Station,https://www.toilet.org.sg/gallery/194/4-star-toilet-one-north-mrt-station
Pasir Panjang MRT station,71 Farrer Road S(268857),MRT Station,https://www.toilet.org.sg/gallery/197/4-star-toilet-pasir-panjang-mrt-station
Pioneer MRT Station (EW28),31 Jurong West Street 63 S(648310),MRT Station,https://www.toilet.org.sg/gallery/352/4-star-toilet-pioneer-mrt-station-ew-28
Telok Blangah MRT station,38 Toa Payoh Rise S(298113),MRT Station,https://www.toilet.org.sg/gallery/199/4-star-toilet-telok-blangah-mrt-station
Tuas Crescent MRT Station,90 Pioneer Road S(639608),MRT Station,https://www.toilet.org.sg/gallery/264/4-stars-tuas-crescent-mrt-station
Tuas Link MRT Station,20 Tuas West Drive S(638418),MRT Station,https://www.toilet.org.sg/gallery/265/4-stars-tuas-link-mrt-station
Tuas West MRT Station,131 Pioneer Road S(639609),MRT Station,https://www.toilet.org.sg/gallery/262/4-stars-tuas-west-mrt-station
Jurong Eco Garden,1 Cleantech Loop Singapore S(637141),Park,https://www.toilet.org.sg/gallery/163/3-star-toilet-jurong-eco-garden
CKR Contract Services Pte Ltd,56 Sungei Kadut Drive S(729573),Private Office,https://www.toilet.org.sg/gallery/412/3-Star-Toilet-CKR-Contract-Services-Pte-Ltd
Samwoh Eco Green Building,51 Kranji Crescent S(728661),Private Office,https://www.toilet.org.sg/gallery/200/5-star-toilet-samwoh-eco-green-building
Choa Chu Kang Centre,309 Choa Chu Kang Avenue 4 S(680308),Shopping Centre,https://www.toilet.org.sg/gallery/451/4-Star-Toilet-Choa-Chu-Kang-Centre
Depot Height Shopping Centre,108 Depot Road S(100108),Shopping Centre,https://www.toilet.org.sg/gallery/172/4-star-toilet-depot-heights-shopping-centre
Gek Poh Shopping Centre,Blk 762 Jurong West Street 75 S(640762),Shopping Centre,https://www.toilet.org.sg/gallery/167/3-star-toilet-gek-poh-shopping-centre
Greenridge Shopping Centre,524A Jelapang Road S(671524),Shopping Centre,https://www.toilet.org.sg/gallery/168/4-star-toilet-greenridge-shopping-centre
Greenridge Shopping Centre,524A Jelapang Road S(671524),Shopping Centre,https://www.toilet.org.sg/gallery/266/5-stars-greenridge-shopping-centre
Jurong Point Shopping Centre,1 Jurong West Central 2 #03-07 Jurong Point Shopping Centre S(648886),Shopping Centre,https://www.toilet.org.sg/gallery/169/5-star-toilet-jurong-point-shopping-centre
Limbang Shopping Centre,532 Choa Chu Kang Street 51 S(680532),Shopping Centre,https://www.toilet.org.sg/gallery/170/4-star-toilet-limbang-shopping-centre
Pioneer Mall,638 Jurong West Street 61 S(640638),Shopping Centre,https://www.toilet.org.sg/gallery/173/3-star-toilet-pioneer-mall
Sunshine Place,475 Choa Chu Kang Avenue 3 S(680475),Shopping Centre,https://www.toilet.org.sg/gallery/174/3-star-toilet-sunshine-place
Taman Jurong Shopping Centre,Blk 399 Yung Sheng Road (Near Party World/NTUC),Shopping Centre,https://www.toilet.org.sg/gallery/171/4-star-toilet-taman-jurong-shopping-centre
Yew Tee Square,624 Choa Chu Kang Street 62 S(680624),Shopping Centre,https://www.toilet.org.sg/gallery/166/3-star-toilet-yew-tee-square
AMK Bus Interchange,53 Ang Mo Kio Avenue 3 S(569933),Bus Interchange,https://www.toilet.org.sg/gallery/300/4-star-toilet-amk-bus-interchange
Ang Mo Kio Bus Depot,Ang Mo Kio Street 52 S(569140),Bus Interchange,https://www.toilet.org.sg/gallery/404/4-star-toilet-ang-mo-kio-bus-depot
Bishan Bus Interchange,514 Bishan Street 13 S(570514),Bus Interchange,https://www.toilet.org.sg/gallery/286/3-star-toilet-bishan-bus-interchange
Harbourfront Bus Terminal,4 Seah Im Road S(099115),Bus Interchange,https://www.toilet.org.sg/gallery/302/4-star-toilet-harbourfront-bus-terminal
Kampong Bahru Bus Terminal,11A Spooner Road S(168795),Bus Interchange,https://www.toilet.org.sg/gallery/291/3-star-toilet-kampong-bahru-bus-terminal
Kent Ridge Bus Terminal,37B Clementi Road S(884005),Bus Interchange,https://www.toilet.org.sg/gallery/304/3-star-toilet-kent-ridge-bus-terminal
Queens Street Bus Terminal,Queens Street Bus Terminal S(884001),Bus Interchange,https://www.toilet.org.sg/gallery/313/3-star-toilet-queens-street-bus-interchange
Shenton Way Bus Terminal,31 Shenton Way S(079121),Bus Interchange,https://www.toilet.org.sg/gallery/292/4-star-toilet-shenton-way-bus-terminal
St. Michael's Bus Terminal,10 Whampoa Road S(327691),Bus Interchange,https://www.toilet.org.sg/gallery/293/3-star-toilet-st-michael-s-bus-terminal
Yio Chu Kang Bus Interchange,Ang Mo Kio Avenue 8 Singapore S(088401),Bus Interchange,https://www.toilet.org.sg/gallery/390/4-star-toilet-yio-chu-kang-bus-interchange
Seletar Country Club,101 Seletar Club Road S(798273),Club,https://www.toilet.org.sg/gallery/267/5-stars-seletar-country-club
Seletar Country Club (Ballroom),101 Seletar Club Road Singapore (798273),Club,https://www.toilet.org.sg/gallery/267/5-Stars-Seletar-Country-Club
Kopitiam @ 437 Fernvale Road,437 Fervale Road #01-01 S(790437),Coffeeshop,https://www.toilet.org.sg/gallery/438/3-Star-Toilet-Kopitiam-437-Fernvale-Road
NTUC Foodfare Court@Clifford Centre,Clifford Centre 24 Raffles Place S(048621),Foodcourt,https://www.toilet.org.sg/gallery/53/3-star-toilet-ntuc-foodfare-clifford-centre-food-emporium
Maritime and Port Authority of Singapore,460 Alexandra Road #18-00 S(119963),Government Office,https://www.toilet.org.sg/gallery/411/5-star-toilet-maritime-and-port-authority-of-singapore
PSA Tanjong Pagar Complex,7B Keppel Road #19 - #21 S(089054),Government Office,https://www.toilet.org.sg/gallery/63/4-star-toilet-psa-tanjong-pagar-complex
PSA Vista,20 Harbour Drive #08-00 S(117612),Government Office,https://www.toilet.org.sg/gallery/62/4-star-toilet-psa-vista
The URA Centre,45 Maxwell Road S(069118),Government Office,https://www.toilet.org.sg/gallery/406/5-star-toilet-the-ura-centre
210, Toa Payoh Lorong 8 Market & Hawker Centre,210 Lorong 8 Toa Payoh S(310210),Market & Food Centre,https://www.toilet.org.sg/gallery/379/4-star-toilet-toa-payoh-lorong-8-market-and-hawker-centre
Adam Road Food Centre,2 Adam Road S(289876),Market & Food Centre,https://www.toilet.org.sg/gallery/25/4-star-toilet-adam-road-food-centre
Albert Centre Market & Food Centre,Blk 270 Queen Street S(180270),Market & Food Centre,https://www.toilet.org.sg/gallery/380/3-star-toilet-albert-centre-market-and-food-centre
Amoy Street Food Centre,National Development Building (Annex B) Telok Ayer Street S(069111),Market & Food Centre,https://www.toilet.org.sg/gallery/425/5-Star-Toilet-Amoy-Street-Food-Centre
